Business_ID,Cuisine_Type,Name,Address,Coordinates,Number_of_Reviews,Rating,Zipcode
xq0cX_DgxiJMXwhmEl9kUA,Chinese,café-china-new-york-2,"13 E 37th St, New York, NY 10016","(40.7499225208569, -73.9819464127197)",1382,4,10016
wfhMIiMh2A2psCGONOVSlg,Chinese,han-dynasty-new-york,"90 3rd Ave, New York, NY 10003","(40.732072, -73.988074)",1119,4,10003
0dDCDQz7DrKkSvu9h2hcQw,Chinese,chow-house-new-york,"181 Bleecker St, New York, NY 10012","(40.72915, -74.00072)",233,4.5,10012
oowNI_aUmGEFa_VW8BFgRg,Chinese,tri-dim-shanghai-new-york-2,"1378 3rd Ave, New York, NY 10075","(40.77395, -73.95793)",275,4,10075
ojbH3wnRu050hRhkmoxRiA,Chinese,han-dynasty-new-york-4,"215 W 85th St, New York, NY 10024","(40.78752, -73.97647)",513,4,10024
FXhSEZfIqjMZh4hR0_8jMQ,Chinese,china-xiang-中国湘-new-york-2,"360 W 42nd Street, New York, NY 10036","(40.7582902125633, -73.9925113993899)",375,4,10036
v0opDMezc6pKgdfR22KUnQ,Chinese,da-tang-szechuan-new-york,"18 W 38th St, New York, NY 10018","(40.75128, -73.98376)",67,4.5,10018
bVkjBJlAIwKAj9Aw1KVWjA,Chinese,dim-sum-palace-new-york-8,"334 W 46th St, New York, NY 10036","(40.76015, -73.9893699)",980,4,10036
qHi_FA4zSEkFshXQ4Chc9A,Chinese,jiang-diner-new-york,"309 E 5th St, New York, NY 10003","(40.72665, -73.98838)",14,4,10003
lQ8Fzgji9qmgRXkFcvAsVQ,Chinese,chong-qing-xiao-mian-new-york-2,"796 9th Ave, New York, NY 10019","(40.76513, -73.98753)",266,4,10019
xCHApgtkLpEyh0lz-uhZvg,Chinese,szechuan-garden-new-york,"239 W 105th St, New York, NY 10025","(40.8003719688892, -73.9676491308602)",238,4,10025
0k678lCWQyReNi0lARlOmw,Chinese,china-blue-new-york,"135 Watts St, New York, NY 10013","(40.724038, -74.009958)",611,4,10013
sfsjk1h50ooC2ioY7m48gw,Chinese,pig-heaven-new-york-3,"1420 3rd Ave, New York, NY 10028","(40.77544, -73.95686)",258,4,10028
6tASYtO9zOrXr8-LPnAToQ,Chinese,zest-szechuan-new-york,"45 W 39th St, New York, NY 10018","(40.75274, -73.98445)",475,4,10018
mUl0wtO7tPkBocuJqZ-7Dw,Chinese,dun-huang-grand-central-new-york-4,"320 Lexington Ave, New York, NY 10016","(40.74922, -73.97785)",92,4.5,10016
w3wKbjuNCZnYoPOr-FCk5w,Chinese,new-moon-new-york,"536 3rd Ave, New York, NY 10016","(40.74692, -73.97766)",84,4,10016
5YBYGnZtTGJABXC4Jahhzg,Chinese,jasmine-restaurant-new-york,"216 E 49th St, New York, NY 10017","(40.75467, -73.97057)",209,4,10017
scTDvJ2M2jDbb1ntVeIyxA,Chinese,hao-noodle-and-tea-by-madam-zhus-kitchen-new-york,"401 6th Ave, New York, NY 10014","(40.7334863190479, -73.9998929006093)",558,4,10014
pCfGgX0WxGASGM4-Yhr2Pw,Chinese,hao-noodle-chelsea-new-york-7,"343 W 14th St, New York, NY 10014","(40.7406999, -74.00436)",170,4,10014
ZCAkVl5SeCDeBWg_xjfYeg,Chinese,clay-pot-east-village-new-york-2,"58 St Mark's Pl, New York, NY 10003","(40.7279880270274, -73.9865907985248)",234,4.5,10003
dDXtga5Kgo5B1twdezcZJA,Chinese,auntie-guans-kitchen-108-new-york,"108 W 14th St, New York, NY 10011","(40.7377213477598, -73.9974148512518)",321,3.5,10011
HScFap2SwbUlfC-QXVkxFA,Chinese,xian-famous-foods-new-york-39,"24 W 45th St, New York, NY 10036","(40.75585, -73.98078)",1495,4,10036
6hacsz7FUwprKTjJb6KFog,Chinese,joes-shanghai-new-york-4,"24 W 56th St, New York, NY 10019","(40.7627694517048, -73.9759005803566)",1424,3.5,10019
Jy7htqnnxlKB2vZO42_-aw,Chinese,ding-szechuan-and-hot-pot-restaurant-new-york-2,"234 W 48th St, New York, NY 10036","(40.76064, -73.98635)",168,3.5,10036
0vg2Z-HPwkyVVX613j2ysg,Chinese,pengs-noodle-folk-new-york-2,"1659 1st Ave, New York, NY 10028","(40.77726, -73.94932)",367,4.5,10028
-A29zAEyFr8LCTuBTWnAMg,Chinese,dim-sum-palace-new-york-7,"47 W 55th St, New York, NY 10019","(40.76259, -73.97681)",201,4,10019
gJXNSJ9VXTuCFmp_Kl9TVQ,Chinese,shanghai-new-york,"1388 2nd Ave, New York, NY 10021","(40.768291, -73.958381)",80,4,10021
Xf6e3HaP0AgMBxY7dEDkOA,Chinese,99-favor-taste-new-york-12,"285 Grand St, New York, NY 10002","(40.7176199, -73.99249)",1615,4,10002
s5JNxy0eAFgxS2Poi73ODw,Chinese,mál_-project-new-york-3,"41 W 46th St, New York, NY 10036","(40.75693, -73.98056)",179,4,10036
0CjK3esfpFcxIopebzjFxA,Chinese,joes-shanghai-new-york-2,"9 Pell St, New York, NY 10013","(40.7146691442891, -73.9977602206654)",5687,4,10013
uaFHoq-a5XqxF-bsOK9_Qg,Chinese,real-kung-fu-little-steamed-buns-ramen-new-york-2,"811 8th Ave, New York, NY 10019","(40.7616286634162, -73.9868181646996)",901,3.5,10019
wDuf4Qz9qsC62amLZgWNJQ,Chinese,little-alley-new-york,"550 3rd Ave, New York, NY 10016","(40.74744, -73.97728)",285,4,10016
X8ZS-dgiMIJvhwf9SaDnjw,Chinese,wah-fung-no-1-fast-food-new-york-3,"79 Chrystie St, New York, NY 10002","(40.71735, -73.99457)",1169,4.5,10002
xJbr2o_5RZZYwVaFz0D14Q,Chinese,chinese-graffiti-new-york,"171 Avenue A, New York, NY 10009","(40.72835, -73.98204)",33,4.5,10009
sR-KTsDa4vafaDak9Ik2sQ,Chinese,hunan-house-new-york-6,"40 W 56th St, New York, NY 10019","(40.76292, -73.97653)",245,3.5,10019
jc7lVTvmYMIK5RNpENtS6w,Chinese,szechuan-mountain-house-new-york-2,"23 St Marks Pl, New York, NY 10003","(40.72911, -73.98858)",226,4,10003
u5-S5ElOzXnavuZ2gFsCpg,Chinese,manting-new-york,"150 W 49th St, New York, NY 10019","(40.7601476826859, -73.9829980954528)",186,3.5,10019
A-ert0jDRBfku9ogyW_mEg,Chinese,spice-symphony-new-york-3,"150 E 50th St, New York, NY 10022","(40.7558937072754, -73.9715347290039)",353,4.5,10022
DOa_Hm5HHT99GOvlhbydaQ,Chinese,le-sia-new-york,"11 E 7th St, New York, NY 10003","(40.728886, -73.989841)",187,4,10003
l44CFBTejwL0ElKmkH7xQQ,Chinese,decoy-new-york,"529 Hudson St, New York, NY 10014","(40.734196, -74.006519)",373,4,10014
C7CFAdrczXxNhnN-MNJqmw,Chinese,niu-noodle-house-new-york-9,"15 Greenwich Ave, New York, NY 10014","(40.734352, -74.000082)",651,4,10014
Kqb7MjTPNkjPMoFRd-rWpw,Chinese,mál_-project-new-york,"122 1st Ave, New York, NY 10009","(40.72713, -73.98542)",522,4,10009
hBbAmEYXM4L03AU9Vt_p9g,Chinese,hong-kong-station-new-york-4,"157 W 47th St, New York, NY 10036","(40.75894, -73.98372)",102,3.5,10036
LT0yyLNM84EiJj9DL0rfHA,Chinese,hui-restaurant-and-bar-new-york,"314 E 70th St, New York, NY 10021","(40.76701, -73.95846)",73,4,10021
croh2zWlbPyCQTNS11klcg,Chinese,china-river-new-york-5,"258 W 44th St, New York, NY 10036","(40.7581711239604, -73.9883149042726)",131,4,10036
jwKPVep2qZYBUA6SLLQPvg,Chinese,legend-72-new-york-9,"127 W 72nd St, New York, NY 10023","(40.77796, -73.9796901)",204,3.5,10023
tsHdT1GDibhYYA0JA7Z9tg,Chinese,xian-famous-foods-new-york-32,"37 W 54th St, New York, NY 10019","(40.7620999, -73.97732)",397,4,10019
6kCo3xb87Sc3Aa5ZSWzNnw,Chinese,kung-fu-kitchen-new-york-2,"610 8th Ave, New York, NY 10018","(40.7555654203146, -73.9907654374838)",326,3.5,10018
i6RhqnCJ_oUfTu5LikGXUg,Chinese,dun-huang-east-village-new-york-8,"300 E 12th St, New York, NY 10003","(40.73081, -73.98568)",137,4.5,10003
wurhcLKXD4YJ5XfTxpbE5Q,Chinese,grand-sichuan-new-york-12,"229 9th Ave, New York, NY 10001","(40.747413, -74.001052)",426,3.5,10001
7ZQSMqWzvXMSetXnii2fBg,Chinese,excellent-dumpling-house-new-york-3,"165 W 23rd St, New York, NY 10011","(40.7440494396358, -73.995028194335)",498,4,10011
6dVXDdgzDEVt4DvHzpWo9w,Chinese,tang-pavilion-new-york-3,"65 W 55th St, New York, NY 10019","(40.762849, -73.977189)",290,3.5,10019
pBNMZp_tKCAfRNx7-ybcHQ,Chinese,calle-dao-chelsea-new-york,"461 W 23rd St, New York, NY 10011","(40.7476515, -74.0037312)",407,4.5,10011
qGgQMVExGERqGhZNDM2ROg,Chinese,wu-liang-ye-new-york,"36 W 48th St, New York, NY 10036","(40.75781, -73.97994)",485,3.5,10036
2UxAkvKkkWNwqZi9H0OzWw,Chinese,dian-kitchen-new-york-2,"435 E 9th St, New York, NY 10009","(40.72762, -73.9832799)",132,5,10009
BPErPpKSNluwcjbKRgze3w,Chinese,xian-famous-foods-new-york-38,"328 E 78th St, New York, NY 10075","(40.77197, -73.95452)",459,4,10075
Dqu-5RxNbbpBsL1Ssht9Ng,Chinese,hunan-slurp-new-york-2,"112 1st Ave, New York, NY 10009","(40.72669, -73.98563)",165,4,10009
Bwj7nzWphGV6FaZ_ygTSOg,Chinese,happy-hot-hunan-new-york,"969 Amsterdam Ave, New York, NY 10025","(40.80133, -73.96466)",135,3.5,10025
YdAtCf_13UK-uvXuOMrhNg,Chinese,radiance-new-york-2,"208 E 50th St, 2nd & 3rd Ave, New York, NY 10022","(40.7555779423723, -73.9703503944427)",156,4,10022
EN9_LsFpY44Hkzcnu0jfIg,Chinese,dynasty-dim-sum-new-york-2,"381 3rd Ave, New York, NY 10016","(40.74148, -73.98087)",83,4,10016
AxalkZb61r5Ks7l1yhhIHQ,Chinese,savour-sichuan-new-york,"108 W 39th St, New York, NY 10018","(40.75311, -73.98614)",188,3.5,10018
rYw5rQbWRX9buZHZbxqWdA,Chinese,congee-village-new-york,"100 Allen St, New York, NY 10002","(40.7187, -73.99031)",1472,3.5,10002
1dFOF1HPaThSCsdiqR7DrA,Chinese,land-of-plenty-new-york,"204E 58th St, New York, NY 10022","(40.76063, -73.96664)",286,3.5,10022
Bb0h5Rs8ugSM2CjulRhfBw,Chinese,spicy-moon-new-york,"328 E 6th St, New York, NY 10003","(40.72674, -73.98722)",98,4.5,10003
lynQoI3w_pzYfHGeuUU-Qg,Chinese,shu-jiao-fu-zhou-cuisine-restaurant-new-york,"118 Eldridge St, New York, NY 10002","(40.7184290357839, -73.9916928979573)",658,4.5,10002
LwEzFDBX-nUHYHgAddfaxA,Chinese,szechuan-gourmet-56-new-york-2,"242 W 56th St, New York, NY 10019","(40.765717, -73.9828671)",337,3,10019
nI1UYDCYUTt23TpGxqnLKg,Chinese,buddakan-new-york,"75 9th Ave, New York, NY 10011","(40.7422762672197, -74.0048000961542)",3735,4,10011
Qgv2vyUV-DwK8YwrhU-jtw,Chinese,lan-sheng-restaurant-new-york,"128 W 36th St, New York, NY 10018","(40.7517141867087, -73.9883603449123)",105,3.5,10018
YY-qRDgWpHM4Rf7PZ2zwmw,Chinese,little-tong-noodle-shop-new-york-5,"235 E 53rd St, New York, NY 10022","(40.75721, -73.96799)",55,4,10022
WRPJeH3goSpj5ke3Pkrnfw,Chinese,burp-bowl-cafe-new-york-6,"134 E 27th St, New York, NY 10010","(40.74183, -73.98271)",183,4,10010
VW2Epq3C8jqysu6Edpu-RA,Chinese,atlas-kitchen-new-york,"258 W 109th St, New York, NY 10025","(40.80332, -73.9668)",71,4,10025
gcEMZjjqy5Ucnv_5Pv-q1g,Chinese,tasty-hand-pulled-noodles-ii-new-york,"648 9th Ave, New York, NY 10036","(40.7605202331697, -73.9908619970083)",230,4,10036
MdDj13LgIs0WdbIdiyqB7Q,Chinese,pinch-chinese-new-york-2,"177 Prince St, New York, NY 10012","(40.72645, -74.0018)",269,4,10012
MXstrG3HjF83LcxAd8OpTw,Chinese,new-li-yuan-new-york-3,"273 W 38th St, New York, NY 10018","(40.754589387013, -73.9912518276348)",59,4,10018
H1jops1lmuhrq9lP7lEGJQ,Chinese,flor-de-mayo-new-york-2,"484 Amsterdam Ave, New York, NY 10024","(40.78609, -73.97658)",1124,4,10024
lgS9lE0Y9FhzT68zCj5QCw,Chinese,hunan-bistro-new-york,"96 3rd Ave, New York, NY 10003","(40.73234, -73.9881)",199,3.5,10003
SVJNB9LqI13jtVyKMZVqeg,Chinese,uncle-teds-modern-chinese-cuisine-new-york,"163 Bleecker St, New York, NY 10012","(40.72882, -73.999961)",433,3.5,10012
MaZWYgvu08NLQVRcDGGvqQ,Chinese,zhen-wei-fang-new-york,"207 Bowery, New York, NY 10002","(40.72128, -73.99343)",121,4,10002
IqbHVeqgewmbeSMXBhbqSw,Chinese,hunan-manor-new-york,"339 Lexington Ave, New York, NY 10016","(40.74965, -73.97707)",290,3.5,10016
I_Va7AZSHpEwX75S-3hHLQ,Chinese,noodle-fun-new-york,"1744 1st Ave, New York, NY 10128","(40.7795333862305, -73.9470367431641)",134,4,10128
Gd3_3mxOvj2xYiqysV8rbQ,Chinese,xian-famous-foods-new-york-37,"81 St Marks Pl, New York, NY 10003","(40.7279, -73.98541)",1554,4,10003
rEbwps11tIERRkwQrIXQog,Chinese,hakkasan-new-york,"311 W 43rd St, New York, NY 10036","(40.758619, -73.989961)",846,3.5,10036
kwqOmEwWJ0D9PyCdFGE3-g,Chinese,xian-famous-foods-new-york-36,"14 E 34th St, New York, NY 10016","(40.747844, -73.983901)",652,4,10016
l1nX-f46dmOEmYPoiuLSaw,Chinese,peking-duck-house-new-york-2,"236 E 53rd St, New York, NY 10022","(40.756912, -73.968109)",405,3.5,10022
SBJHGtqJyfaU47NPjGAU6A,Chinese,china-jade-new-york-2,"1643 2nd Ave, New York, NY 10028","(40.77747, -73.95239)",116,3.5,10028
ynIx549QFj29o84y1RSGyw,Chinese,bao-bao-cafe-new-york-2,"61 Lexington Ave, Unit B, New York, NY 10010","(40.740829, -73.983474)",416,4,10010
eVDV1ALwvre01Xo8v6BCoQ,Chinese,la-salle-dumpling-room-new-york-5,"35 W End Ave, New York, NY 10023","(40.7731596, -73.98951)",142,4,10023
0GftSP2dRwEzujkv2VKIgA,Chinese,wok-wok-new-york,"11 Mott St, New York, NY 10013","(40.71406, -73.99883)",751,4,10013
bnDfFdiCcPzhuNWUJORvLQ,Chinese,noodle-village-new-york,"13 Mott St, New York, NY 10013","(40.714167, -73.998803)",948,4,10013
43r4ynjeIZeQI1w7SWARuQ,Chinese,topaz-noodle-bar-new-york,"129 W 56th St, New York, NY 10019","(40.7644424438477, -73.9789733886719)",541,4,10019
D13m2P0qKQUWNqIW-lpHZg,Chinese,yaso-tangbao-new-york,"220 E 42nd St, New York, NY 10017","(40.74998, -73.973)",235,4,10017
x64xHVZoQj1ZOjzPqVprkw,Chinese,little-tong-noodle-shop-new-york,"177 1st Ave, New York, NY 10003","(40.72937, -73.98424)",240,4,10003
olRNNJCJ2TJvPRmjBiOcGA,Chinese,silky-kitchen-new-york-3,"137 E 13th St, New York, NY 10003","(40.73297, -73.98829)",135,4.5,10003
3Rah-cvFk79duFQ83voQ5A,Chinese,99-favor-taste-new-york-13,"37 St Marks Pl, New York, NY 10003","(40.728833, -73.988094)",444,4,10003
JaKLZrh1Y_2qB_0Gc3bk3A,Chinese,ollies-sichuan-new-york,"411 W 42nd St, New York, NY 10036","(40.75884, -73.99319)",453,3,10036
vZgJyMZlpSSS_Y-duxd4_A,Chinese,kings-co-imperial-brooklyn,"20 Skillman Ave, Brooklyn, NY 11211","(40.71512, -73.95097)",261,4,11211
Lr8pyIPm3SsVcT3IlCXwcw,Chinese,noodle-king-of-nyc-new-york-2,"513 6th Ave, New York, NY 10011","(40.73699, -73.99744)",70,4.5,10011
X4hEgOBOLTYFhlWO-gAFxQ,Chinese,tipsy-shanghai-new-york-2,"228 Thompson St, New York, NY 10012","(40.72929, -73.99882)",85,4,10012
wobICp6lQP7Y6dfnJ_4Ujw,Chinese,shun-lee-west-and-cafe-new-york-2,"43 W 65th St, New York, NY 10023","(40.7727826, -73.9811626)",442,2.5,10023
unz_YBwCWg-O5id5rxSyDA,Chinese,hot-kitchen-new-york-2,"251 E 53rd St, New York, NY 10022","(40.7570698, -73.9674267)",168,3.5,10022
9ZrI7ajuoLnW7Da60-2hAA,Chinese,yong-sheng-chinese-restaurant-south-richmond-hill,"119-19 101st Ave Jamaica, South Richmond Hill, NY 11419","(40.6902841458635, -73.8251145195613)",1,5,11419
neQM053ovAOrf1sVSAPI9w,Chinese,radiance-tea-house-and-books-new-york-2,"158 W 55th St, New York, NY 10019","(40.7639799, -73.98065)",817,4,10019
R3UNnA8EbjhNWBHS0wJ0VA,Chinese,grand-sichuan-eastern-new-york,"1049 2nd Ave, New York, NY 10022","(40.75831, -73.96636)",240,3.5,10022
B7bxdtvLYR7Nmex4AIFd4w,Chinese,redfarm-new-york-2,"2170 Broadway, New York, NY 10024","(40.782051, -73.980415)",560,3.5,10024
Lbs8QBRN1U7IYBo5Mcv-RQ,Chinese,88-lan-zhou-handmade-noodle-new-york,"40 Bowery St, New York, NY 10013","(40.7155, -73.99675)",1639,4,10013
Nt3Y26a6OMtdBe8xMMJjqQ,Chinese,mee-noodle-shop-and-grill-new-york-8,"922 2nd Ave, New York, NY 10022","(40.7540692621136, -73.9688620062703)",275,3.5,10022
M-odQWSEfsR2mVEw7nKG-g,Chinese,nyonya-new-york,"199 Grand St, New York, NY 10013","(40.7190148, -73.9968228)",1945,4,10013
qH8PVeddtVs9cKN2pwgdkQ,Chinese,hwa-yuan-new-york-2,"42 E Broadway, New York, NY 10002","(40.7137, -73.99598)",176,4,10002
kxv4jD_qXRPVrV0oPR7isQ,Chinese,yu-kitchen-new-york-3,"2656 Broadway, New York, NY 10025","(40.79759, -73.9693099)",51,4.5,10025
Aux2Mp7bGnF3S6h60ab3iQ,Chinese,yummy-city-new-york,"1557 Lexington Ave, New York, NY 10029","(40.7879244458184, -73.948986355818)",38,4,10029
Ece_DRuD1yQjRPJBAebRpw,Chinese,kung-fu-little-steamed-buns-ramen-new-york-2,"146 E 55th St, New York, NY 10022","(40.7592514705491, -73.9694294705987)",271,3,10022
bcqTacyE-0XDaZYG_xbTBQ,Chinese,the-tang-new-york,"120 1st Ave, New York, NY 10009","(40.72703, -73.98539)",302,4,10009
JFFVmuwj8pnSLePgy3f2Iw,Chinese,mi-noodle-bar-new-york,"391 2nd Ave, New York, NY 10010","(40.7377136, -73.9813007)",154,4.5,10010
Pr-q47vsmM4aoc2t_Sfk8w,Chinese,momofuku-noodle-bar-new-york-5,"10 Columbus Cir, Third Floor, New York, NY 10019","(40.76847, -73.983092)",109,4,10019
ePVlFbTzdVQFWie__kdplg,Chinese,main-noodle-house-new-york,"1011 6th Ave, New York, NY 10018","(40.752143, -73.986396)",382,3.5,10018
mDajKjZjRN4tVGEJFOgF9w,Chinese,wok-88-new-york,"1570 3rd Ave, New York, NY 10128","(40.78042, -73.95322)",248,3.5,10128
cGSLzPA_SCWrN3cyT86Nhw,Chinese,dun-huang-upper-west-new-york-6,"1268 Amsterdam Ave, New York, NY 10027","(40.81106, -73.95818)",56,3.5,10027
Sj2StOWkhHIPE6_sS5RMCQ,Chinese,evergreen-on-38-new-york,"10 E 38th St, New York, NY 10016","(40.75041, -73.98199)",223,3.5,10016
RoXFN-T1s6moM5smbY_5Gw,Chinese,mee-noodle-shop-new-york-2,"795 9th Ave, New York, NY 10019","(40.7653751, -73.9879042)",475,3,10019
s25mujxKWphsyFm0Ji1xYA,Chinese,mr-chow-new-york,"324 E 57th St, New York, NY 10022","(40.7588502019644, -73.9643376320601)",329,3,10022
Q1TpfbuPwKPFrNFyu-u2_g,Chinese,han-dynasty-brooklyn-2,"1 Dekalb Ave, Brooklyn, NY 11201","(40.6911319610036, -73.9825977757573)",191,4,11201
3ESDUFulPVoMJdsqPQGm0A,Chinese,golden-city-chinese-restaurant-new-york,"423 9th Ave, New York, NY 10001","(40.753277148143, -73.996643608314)",80,3.5,10001
VDbMrjBq-XAKZTS_cgB9_A,Chinese,asian-59-new-york-2,"207 E 59th St, New York, NY 10022","(40.76153, -73.96595)",66,3.5,10022
HjUwZOlok1TabhS4S1ya2w,Chinese,just-for-fen-new-york,"229 1st Ave, New York, NY 10003","(40.7311641211205, -73.9830346405506)",105,4.5,10003
Vzx-7-jSEBz2g8NuGVhHvQ,Chinese,philippe-by-philippe-chow-new-york,"33 E 60th St, New York, NY 10065","(40.76409, -73.97039)",629,3.5,10065
SNhDVaf_n7VDZcfry8mYdA,Chinese,the-bao-new-york,"13 St Marks Pl, New York, NY 10003","(40.72939, -73.9889199)",1028,3.5,10003
zubN8Ve-RyoljRZV4NRxEQ,Chinese,wo-hop-new-york,"17 Mott St, New York, NY 10013","(40.7142239034582, -73.9988691693115)",1308,3.5,10013
R7EGjHWw0tNheY6-ahH8fQ,Chinese,tuome-new-york-2,"536 E 5th St, New York, NY 10009","(40.72412482724, -73.9828906263924)",412,4.5,10009
Va_mnsEvBghHXvc7uZIWJQ,Chinese,spice-symphony-new-york,"182 Lexington Ave, New York, NY 10016","(40.744722, -73.981202)",555,4,10016
ikx8R8u2lmxhpLGByCjgPw,Chinese,house-special-甘來飯店-new-york,"171 Hester St, New York, NY 10013","(40.71785, -73.9967999)",34,4.5,10013
I39S72G5LG9uyDz2cNWJcw,Chinese,mr-bing-new-york-9,"152 W 28th St, New York, NY 10001","(40.74688, -73.99275)",16,4,10001
Qn-qGoIkj-9uApdxb_VTeA,Chinese,la-vie-en-szechuan-new-york-2,"14 E 33rd St, New York, NY 10016","(40.7473584983999, -73.9843980932541)",412,3,10016
SyvC0s3y0ZrtnLbwnvw7tw,Chinese,tim-ho-wan-new-york-2,"85 4th Ave, New York, NY 10003","(40.731505, -73.9899313)",1473,3.5,10003
LQ6x_oaOhRrlG9i8p-Fubw,Chinese,lychee-house-new-york,"141 E 55th St, New York, NY 10022","(40.75947, -73.96942)",134,3.5,10022
53lgp8fFEuK3Yo7yeXc89A,Chinese,tim-ho-wan-new-york-4,"610 9th Ave, New York, NY 10036","(40.75935, -73.99175)",184,3.5,10036
DKGUSLiqNchBNatKoPM9QQ,Chinese,junzi-kitchen-new-york,"2896 Broadway, New York, NY 10025","(40.8057641877461, -73.9652019005902)",143,4,10025
sxv1oJxG8uu6u4tjKHiJMA,Chinese,bugis-street-brasserie-and-bar-new-york-3,"145 W 44th St, New York, NY 10036","(40.7567689, -73.9843329)",57,3.5,10036
2pnhIRBUw58PpN8CQEYiZA,Chinese,new-food-king-new-york,"694 10th Ave, New York, NY 10036","(40.76366, -73.99217)",58,3.5,10036
oe8GEFE4QLFAKt87y7zcgA,Chinese,very-fresh-noodles-new-york,"425 W 15th St, New York, NY 10011","(40.7423387008486, -74.00625)",749,4.5,10011
XDv71A1J3aIOu_W5sVzZ2w,Chinese,shi-miaodao-yunnan-rice-noodle-new-york-4,"33 Saint Marks Pl, New York, NY 10003","(40.72904, -73.9881)",72,4.5,10003
k8GFfCXO2FIIJIo0ICYSRA,Chinese,bao-bao-cafe-new-york-3,"106 Greenwich St, New York, NY 10006","(40.70854, -74.01367)",111,4,10006
lpLd3AFaMOV7LfPtvUiq8A,Chinese,mission-chinese-new-york,"171 E Broadway, New York, NY 10002","(40.71386, -73.98966)",708,3,10002
HDoJIH-qW9FqJ5WB-bKTqA,Chinese,mighty-bowl-new-york-9,"1109 Lexington Ave, New York, NY 10075","(40.7738, -73.95945)",60,4.5,10075
NmJ2xtfZrscfWB_a5wEbXQ,Chinese,homes-kitchen-chinese-restaurant-new-york-2,"22 E 21st St, New York, NY 10010","(40.73944, -73.98913)",178,3.5,10010
AvTezlpt3GXTdSEnXbHP4w,Chinese,fatimas-halal-kitchen-astoria,"25-25 Broadway, Astoria, NY 11106","(40.7631186084319, -73.9275405041124)",357,4,11106
LpVbI-E9C-CSp7WhU5h2Iw,Chinese,fishmarket-restaurant-new-york,"111 South St, New York, NY 10038","(40.70717, -74.00192)",493,4.5,10038
R26zweQ8-xoZS7iHkXQOvw,Chinese,shanghai-21-new-york-2,"21 Mott St, New York, NY 10013","(40.7144199, -73.99889)",1490,4,10013
1-o-uoVSaeUcorTYmHc6bw,Chinese,hong-kong-food-town-new-york,"48 W 48TH St, Ste 1, New York, NY 10036","(40.7579737279349, -73.9802690723079)",23,3.5,10036
-OixbLnFLCzQclxCSbUQ8w,Chinese,up-thai-new-york,"1411 2nd Ave, New York, NY 10021","(40.7698275926665, -73.9576330868512)",1977,4.5,10021
31K2IfTO2iQkgJ5hSY-Gbg,Chinese,bang-chengdu-street-kitchen-new-york-2,"158 W 23rd St, New York, NY 10011","(40.74355, -73.99507)",166,4,10011
Lp8vAE5nHSt5zbu-lSGK8A,Chinese,hop-lee-restaurant-new-york,"16 Mott St, New York, NY 10013","(40.71426, -73.99849)",279,4,10013
9v-JAffC6qw8Xp67BICByQ,Chinese,hot-kitchen-skewer-hotpot-and-bbq-new-york,"104 2nd Ave, New York, NY 10003","(40.72741, -73.98816)",413,3.5,10003
AgTj_2PYIKP519hexQCvCg,Chinese,mapo-tofu-new-york,"338 Lexington Ave, New York, NY 10016","(40.74983, -73.97753)",287,3.5,10016
EZo6MdrZ_EH_MzUl93xkyA,Chinese,junzi-kitchen-new-york-7,"170 Bleecker St, New York, NY 10012","(40.72878, -74.00061)",130,4.5,10012
v2dtG37r1ThqtfEfiFsAUg,Chinese,shanghai-mong-new-york,"30 W 32nd St, New York, NY 10001","(40.7476119995117, -73.9871597290039)",476,3,10001
5TnBfeoBpxPPwIXMGBMasg,Chinese,new-double-dragon-new-york-3,"37 1st Ave, New York, NY 10003","(40.7242431, -73.9881041)",69,4,10003
obIX3q93sNKq9VcbbRIfTw,Chinese,xiang-xiang-noodle-乡香麵-new-york,"110-112 E 23rd St, New York, NY 10010","(40.73982, -73.98587)",17,4,10010
IhSVn0TaX8xXb3wcQ-fgcA,Chinese,vanessas-dumpling-house-new-york-2,"118A Eldridge St, New York, NY 10002","(40.71839, -73.9917399)",2442,4,10002
4FD0TAxe70nb3ngk3sXF9Q,Chinese,uluh-new-york,"152 2nd Ave, Ste A, New York, NY 10003","(40.7293403, -73.9866071)",92,4,10003
3kq1_dUIPrA6BFTuX-M6mw,Chinese,jianbing-company-new-york-3,"600 11th Ave, New York, NY 10036","(40.76234, -73.99695)",31,4,10036
lSrdxUNxyMgh5YU903JUiw,Chinese,ningbo-cafe-new-york-2,"21 S End Ave, New York, NY 10280","(40.70814, -74.01779)",132,4,10280
U74_3F7r3tMhd6dmTmDBxQ,Chinese,macao-trading-new-york-2,"311 Church St, New York, NY 10013","(40.71962, -74.00391)",708,4,10013
97q5nUQTuBo_h00XCxna2A,Chinese,tasty-hand-pulled-noodles-new-york,"1 Doyers St, New York, NY 10013","(40.7142, -73.99787)",1500,4,10013
WIj12zDqIbBucW1hXYhrew,Chinese,kings-kitchen-new-york-4,"92 E Broadway, New York, NY 10002","(40.71399, -73.99367)",221,4,10002
a93NwZxjkPQydJxR42oPyg,Chinese,grain-house-new-york-2,"929 Amsterdam Ave, New York, NY 10025","(40.800127673827, -73.9657538384199)",44,4,10025
cDHOpwHBY32eUNfanjj7Lg,Chinese,lucky-lees-new-york-2,"67 University Pl, New York, NY 10003","(40.73292, -73.99347)",8,4.5,10003
